time,tx_bytes,tx_pkts,tx_discard,tx_wifi_sent_be,tx_wifi_sent_bk,tx_wifi_sent_vi,tx_wifi_sent_vo,tx_wifi_drop_be,tx_wifi_drop_bk,tx_wifi_drop_vi,tx_wifi_drop_vo,tx_err,tx_unicast,tx_multicast,tx_broadcast,tx_phy_rate,tx_mgmt,tx_mcs_index,tx_nss,tx_bw,tx_sgi,rx_bytes,rx_pkts,rx_discard,rx_err,rx_unicast,rx_multicast,rx_broadcast,rx_unknown,rx_phy_rate,rx_mgmt,rx_ctrl,rx_mcs_index,rx_nss,rx_bw,rx_sgi,hw_noise,snr,rssi,bw
158,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021620.0,443554.0,0.0,0.0,443454.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.1,31.0,45.0,-1234
159,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
160,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
161,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
162,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
163,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
164,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
165,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
166,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
167,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
168,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
169,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
170,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
171,7704032.0,86163.0,0.0,85194.0,0.0,0.0,969.0,202.0,0.0,0.0,5.0,0.0,86163.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
172,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021741.0,443556.0,0.0,0.0,443456.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.8,32.0,45.0,-1234
173,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021820.0,443557.0,0.0,0.0,443457.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-70.1,27.0,45.0,-1234
174,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
175,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
176,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
177,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
178,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
179,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
180,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
181,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
182,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
183,7704177.0,86164.0,0.0,85194.0,0.0,0.0,970.0,202.0,0.0,0.0,5.0,0.0,86164.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
184,7704313.0,86165.0,0.0,85194.0,0.0,0.0,971.0,202.0,0.0,0.0,5.0,0.0,86165.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021862.0,443558.0,0.0,0.0,443458.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.3,27.0,45.0,-1234
185,7704449.0,86166.0,0.0,85194.0,0.0,0.0,972.0,202.0,0.0,0.0,5.0,0.0,86166.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586021932.0,443559.0,0.0,0.0,443459.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.2,31.0,45.0,-1234
186,7704449.0,86166.0,0.0,85194.0,0.0,0.0,972.0,202.0,0.0,0.0,5.0,0.0,86166.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022002.0,443560.0,0.0,0.0,443460.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.2,31.0,45.0,-1234
187,7704585.0,86167.0,0.0,85194.0,0.0,0.0,973.0,202.0,0.0,0.0,5.0,0.0,86167.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022072.0,443561.0,0.0,0.0,443461.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.2,31.0,45.0,-1234
188,7704721.0,86168.0,0.0,85194.0,0.0,0.0,974.0,202.0,0.0,0.0,5.0,0.0,86168.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022142.0,443562.0,0.0,0.0,443462.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.8,31.0,45.0,-1234
189,7704721.0,86168.0,0.0,85194.0,0.0,0.0,974.0,202.0,0.0,0.0,5.0,0.0,86168.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022142.0,443562.0,0.0,0.0,443462.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.8,31.0,45.0,-1234
190,7704857.0,86169.0,0.0,85194.0,0.0,0.0,975.0,202.0,0.0,0.0,5.0,0.0,86169.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022212.0,443563.0,0.0,0.0,443463.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,45.0,-1234
191,7704993.0,86170.0,0.0,85194.0,0.0,0.0,976.0,202.0,0.0,0.0,5.0,0.0,86170.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586022324.0,443565.0,0.0,0.0,443465.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,45.0,-1234
192,7704993.0,86170.0,0.0,85194.0,0.0,0.0,976.0,202.0,0.0,0.0,5.0,0.0,86170.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586022324.0,443565.0,0.0,0.0,443465.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,45.0,-1234
193,7705129.0,86171.0,0.0,85194.0,0.0,0.0,977.0,202.0,0.0,0.0,5.0,0.0,86171.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022394.0,443566.0,0.0,0.0,443466.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,46.0,-1234
194,7705129.0,86171.0,0.0,85194.0,0.0,0.0,977.0,202.0,0.0,0.0,5.0,0.0,86171.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022394.0,443566.0,0.0,0.0,443466.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,46.0,-1234
195,7705129.0,86171.0,0.0,85194.0,0.0,0.0,977.0,202.0,0.0,0.0,5.0,0.0,86171.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022394.0,443566.0,0.0,0.0,443466.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,46.0,-1234
196,7705129.0,86171.0,0.0,85194.0,0.0,0.0,977.0,202.0,0.0,0.0,5.0,0.0,86171.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586022394.0,443566.0,0.0,0.0,443466.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,46.0,-1234
197,7705265.0,86172.0,0.0,85194.0,0.0,0.0,978.0,202.0,0.0,0.0,5.0,0.0,86172.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586022464.0,443567.0,0.0,0.0,443467.0,90.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.2,32.0,46.0,-1234
198,7705265.0,86172.0,0.0,85194.0,0.0,0.0,978.0,202.0,0.0,0.0,5.0,0.0,86172.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586022464.0,443567.0,0.0,0.0,443467.0,90.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-73.2,31.0,46.0,-1234
199,7705265.0,86172.0,0.0,85194.0,0.0,0.0,978.0,202.0,0.0,0.0,5.0,0.0,86172.0,0.0,0.0,585.0,11.0,7.0,2.0,80.0,0.0,586022464.0,443567.0,0.0,0.0,443467.0,90.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-73.2,31.0,46.0,-1234
